iter	Logloss
137	0.361554537
138	0.3600999222
139	0.3593879624
140	0.358934282
141	0.3585012748
142	0.357618453
143	0.3570332885
144	0.3564484211
145	0.3558261703
146	0.3551420261
147	0.3543485271
148	0.35388232
149	0.3530993445
150	0.3528008693
151	0.3521886433
152	0.3515092849
153	0.3512145583
154	0.350566353
155	0.3501034478
156	0.349544997
157	0.3490556204
158	0.3475103197
159	0.3466791425
160	0.3458987648
161	0.345082485
162	0.3444338
163	0.3436659104
164	0.3425913725
165	0.3421374287
166	0.3417801373
167	0.3413535541
168	0.3410833086
169	0.3405503076
170	0.3399048096
171	0.3391332359
172	0.3387151699
173	0.3376118226
174	0.3370562573
175	0.3366153019
176	0.3360279134
177	0.3351931427
178	0.3346735641
179	0.3341169355
180	0.3335249667
181	0.3332087504
182	0.3323600987
183	0.332038689
184	0.330500035
185	0.3285283549
186	0.3280364771
187	0.3274904889
188	0.3258246885
189	0.3254326165
190	0.3248950141
191	0.3241722116
192	0.323626287
193	0.3231768234
194	0.3225796148
195	0.322223497
196	0.3216568538
197	0.3207168486
198	0.3202240192
199	0.3198255964
200	0.3188963947
201	0.3182510046
202	0.3178830559
203	0.3169740298
204	0.3161482072
205	0.3156817512
206	0.3150480881
207	0.3145581265
208	0.3141581958
209	0.3132036271
210	0.3126257572
211	0.3122079191
212	0.3117981054
213	0.311044152
214	0.3105206534
215	0.3098714092
216	0.3095734763
217	0.3093222062
218	0.3087633345
219	0.3085281385
220	0.3081580858
221	0.3073375442
222	0.3056540104
223	0.3052446607
224	0.3049368122
225	0.3042705345
226	0.3027150513
227	0.302142845
228	0.3015688668
229	0.301071608
230	0.3008005892
231	0.3001564291
232	0.2994957395
233	0.2989909362
234	0.2984067122
235	0.297666766
236	0.2971906662
237	0.2966265431
238	0.2962716828
239	0.2955472916
240	0.2948066418
241	0.2943465726
242	0.2938792569
243	0.2932827742
244	0.2928392407
245	0.2925257733
246	0.2919491216
247	0.2913680215
248	0.290879986
249	0.2903740179
250	0.2889885969
251	0.2886564806
252	0.2881832614
253	0.2876985211
254	0.2870278639
255	0.2864275763
256	0.2850715186
257	0.2845352427
258	0.2832405016
259	0.2825801362
260	0.2817557115
261	0.2812884586
262	0.2804856751
263	0.2799984011
264	0.2793998442
265	0.2786864001
266	0.2773053734
267	0.2769399106
268	0.2761373855
269	0.2757022995
270	0.2751325219
271	0.2739806858
272	0.2732946324
273	0.2727215707
274	0.2714042153
275	0.2707704042
276	0.2699363674
277	0.2695374557
278	0.2690602044
279	0.2683159373
280	0.2676317079
281	0.2671653104
282	0.266535061
283	0.2658989933
284	0.2656983125
285	0.2650661094
286	0.2646007038
287	0.2641345668
288	0.263705161
289	0.2632327435
290	0.2628942826
291	0.2623591122
292	0.2613820071
293	0.2610413555
294	0.2606068918
295	0.2600818006
296	0.2596455197
297	0.2592292657
298	0.2584782674
299	0.2579444293
300	0.2574635464
301	0.2570931287
302	0.2565607892
303	0.2561138311
304	0.2557576344
305	0.2554838129
306	0.2548552232
307	0.2544889037
308	0.2539518744
309	0.2533673011
310	0.2530276384
311	0.2524690071
312	0.2521406782
313	0.2515302436
314	0.2510525461
315	0.2506304277
316	0.250278372
317	0.2496000715
318	0.2492004373
319	0.2486626346
320	0.2484065261
321	0.2481228119
322	0.2475431458
323	0.2472601241
324	0.2466751721
325	0.2460276237
326	0.2454305096
327	0.2451068414
328	0.2447056284
329	0.2441647184
330	0.2435438191
331	0.2430325504
332	0.2425440659
333	0.241955613
334	0.241532852
335	0.2411193468
336	0.2405693816
337	0.2398690287
338	0.2387570033
339	0.2379848942
340	0.2374879009
341	0.2369503248
342	0.2363923591
343	0.2357027958
344	0.2353538304
345	0.2349227979
346	0.2344545197
347	0.2341160565
348	0.2337702472
349	0.2333234268
350	0.2328115061
351	0.2325165177
352	0.2321483628
353	0.2316434476
354	0.2310568632
355	0.2307660874
356	0.230476376
357	0.2302595623
358	0.2299042926
359	0.2295325234
360	0.2291390809
361	0.2288350579
362	0.2282728585
363	0.2278848932
364	0.2274388156
365	0.2266895002
366	0.2264427657
367	0.2259534505
368	0.2254359667
369	0.225005065
370	0.2247654772
371	0.2244891146
372	0.224144405
373	0.2238887913
374	0.2234296442
375	0.2228389219
376	0.2225478137
377	0.2220395075
378	0.2217009858
379	0.2212833436
380	0.220843297
381	0.2205194439
382	0.2202105633
383	0.2199299686
384	0.2195152028
385	0.2189375768
386	0.2184162385
387	0.2180821098
388	0.217632265
389	0.2172283685
390	0.2168353272
391	0.2165614893
392	0.2160730169
393	0.215734659
394	0.2154499682
395	0.2149093792
396	0.2145261865
397	0.2141974542
398	0.2139271066
399	0.213652572
400	0.2132017835
401	0.2129197382
402	0.2124766087
403	0.2119844907
404	0.2113868695
405	0.211212818
406	0.2108803653
407	0.2103239402
408	0.2094790928
409	0.2091481902
410	0.208807496
411	0.2083226627
412	0.2078808877
413	0.2075881574
414	0.2073319636
415	0.2069305196
416	0.2067152283
417	0.2062490051
418	0.2059881766
419	0.2055315847
420	0.2050969488
421	0.204711143
422	0.2042831626
423	0.2038756079
424	0.2035112184
425	0.2032058723
426	0.2028675731
427	0.2025391944
428	0.202005948
429	0.2017890399
430	0.2013637814
431	0.2009543859
432	0.2006003493
433	0.2001456345
434	0.1997849599
435	0.1992831132
436	0.1990557511
437	0.1986606901
438	0.1984868436
439	0.1981297311
440	0.1975585877
441	0.1971778019
442	0.1967452162
443	0.1962489353
444	0.1958539887
445	0.1955446207
446	0.1952603603
447	0.1949188304
448	0.1945845637
449	0.1942654393
450	0.1939863369
451	0.1936468941
452	0.1934507613
453	0.1931831291
454	0.1929192815
455	0.1925198709
456	0.1921326428
457	0.1914861253
458	0.1912234565
459	0.1906760232
460	0.1903955134
461	0.1901845022
462	0.1899108551
463	0.1895683956
464	0.1893276439
465	0.1890513758
466	0.1886155469
467	0.1882039314
468	0.187895992
469	0.1876768324
470	0.1873070398
471	0.1870297483
472	0.1868719163
473	0.1865934909
474	0.1864337305
475	0.1861635402
476	0.185948507
477	0.1856096417
478	0.1852186445
479	0.1850714868
480	0.1847732371
481	0.1845733495
482	0.1842988022
483	0.1839369627
484	0.1836314912
485	0.1833887367
486	0.1831486717
487	0.182826649
488	0.1825241596
489	0.1822680257
490	0.1816932649
491	0.1812359567
492	0.1809303458
493	0.180617553
494	0.1803576219
495	0.1800568968
496	0.1798376916
497	0.179623554
498	0.1792896683
499	0.1789470673
500	0.1785433646
501	0.1783893046
502	0.1780241959
503	0.1777343756
504	0.1773770153
505	0.1771608369
506	0.1770031684
507	0.1766296156
508	0.1762489412
509	0.1761026305
510	0.1756692718
511	0.1754788778
512	0.1750359387
513	0.1746528536
514	0.1742187062
515	0.1739459539
516	0.1737325268
517	0.1734600041
518	0.173266899
519	0.1728649253
520	0.1725187929
521	0.1721373614
522	0.1718368479
523	0.1715593296
524	0.1712811632
525	0.1710042845
526	0.1705504305
527	0.1701840473
528	0.1699695534
529	0.1696250438
530	0.1691847257
531	0.1689784451
532	0.1687005061
533	0.1684204645
534	0.1681129151
535	0.1678671997
536	0.1675735242
537	0.1672598294
538	0.167049782
539	0.1667255692
540	0.1665509538
541	0.1660952366
542	0.1657237277
543	0.1654863807
544	0.1652498974
545	0.1649470001
546	0.1646348354
547	0.1642509527
548	0.1636919229
549	0.1634704798
550	0.1631624942
551	0.1628397546
552	0.1626274158
553	0.1622835046
554	0.1619711938
555	0.1617283924
556	0.1614983635
557	0.1612135151
558	0.1609053305
559	0.1605597043
560	0.1602603162
561	0.1600722052
562	0.159843377
563	0.1594574996
564	0.1592551974
565	0.1590846862
566	0.1588153429
567	0.1586444225
568	0.1584882843
569	0.1582994941
570	0.1580888885
571	0.157811285
572	0.1575756653
573	0.1571590646
574	0.1570420735
575	0.1568019134
576	0.1567028642
577	0.1563933425
578	0.1562757968
579	0.1561511402
580	0.1559183278
581	0.1558086053
582	0.1555647383
583	0.1552836407
584	0.1549599989
585	0.1546548634
586	0.1544377672
587	0.1542520043
588	0.1540363669
589	0.1537359123
590	0.1535446567
591	0.1532790868
592	0.153075756
593	0.1529577392
594	0.1527472276
595	0.1525054778
596	0.1521484338
597	0.1519682806
598	0.1516876806
599	0.1514121801
600	0.1510206236
601	0.1506441368
602	0.1502044039
603	0.1500638843
604	0.1498734733
605	0.1495282241
606	0.1493704254
607	0.1490787754
608	0.1488700874
609	0.1486656491
610	0.1484316973
611	0.1483227276
612	0.148074473
613	0.1478184825
614	0.1476547801
615	0.1473496494
616	0.1470031173
617	0.146854622
618	0.1466274343
619	0.1463782816
620	0.1462402074
621	0.1460225389
622	0.1457784795
623	0.1455396946
624	0.1453166128
625	0.1451370446
626	0.1449478134
627	0.1447067669
628	0.1445301412
629	0.1443305247
630	0.1441255596
631	0.1439218763
632	0.1437465227
633	0.1434916546
634	0.1433744754
635	0.1431849402
636	0.1429451081
637	0.1427346088
638	0.1425188616
639	0.1423523856
640	0.1422186604
641	0.1419851358
642	0.14174786
643	0.1415415331
644	0.1413420612
645	0.1410290805
646	0.1407976596
647	0.140517483
648	0.1402971944
649	0.1400985091
650	0.1398857783
651	0.139578314
652	0.1394078571
653	0.1392023264
654	0.1390008834
655	0.1388050513
656	0.1387185586
657	0.1384755795
658	0.1382105941
659	0.1380414412
660	0.1378814013
661	0.1375905368
662	0.1372823923
663	0.1371776596
664	0.1369027888
665	0.1367304725
666	0.1364787579
667	0.1362350708
668	0.1360077452
669	0.1358497042
670	0.1357222101
671	0.1355347622
672	0.1354006034
673	0.1352082342
674	0.1351115072
675	0.134948276
676	0.134813967
677	0.1346432474
678	0.1345294014
679	0.1340664251
680	0.1339793581
681	0.1338662306
682	0.1335741468
683	0.1334481192
684	0.1331215879
685	0.1328676346
686	0.1327475449
687	0.1325087571
688	0.1322768927
689	0.1320469372
690	0.1319449816
691	0.1317348318
692	0.1315131005
693	0.1313313718
694	0.13121087
695	0.1310054556
696	0.1308675514
697	0.1306574398
698	0.1305495447
699	0.130414444
700	0.1301813943
701	0.1299704639
702	0.129725753
703	0.1294843717
704	0.1293074489
705	0.1292247774
706	0.1290864044
707	0.128983747
708	0.1287552785
709	0.1284134693
710	0.1282446862
711	0.1280222804
712	0.1278309069
713	0.1276795512
714	0.1274497544
715	0.1272577492
716	0.1272060654
717	0.1270233
718	0.1268957527
719	0.1266376099
720	0.1263959939
721	0.1261992546
722	0.126054296
723	0.1258667704
724	0.1257029391
725	0.1255547518
726	0.1253067087
727	0.1251749667
728	0.1249470597
729	0.1248580377
730	0.1247155986
731	0.1244625665
732	0.1242890664
733	0.1241064056
734	0.1238909383
735	0.1237070433
736	0.1235766575
737	0.1234856845
738	0.1232911923
739	0.1229808299
740	0.1229284637
741	0.1227003775
742	0.1224786295
743	0.1222784279
744	0.1221460216
745	0.1220029819
746	0.1218973406
747	0.1218169751
748	0.1216353708
749	0.121506359
750	0.1213151027
751	0.1210802068
752	0.1210272069
753	0.120792545
754	0.1204885097
755	0.1203239018
756	0.1201750577
757	0.120008164
758	0.1198311679
759	0.1197013131
760	0.1194945608
761	0.1193113979
762	0.1191990698
763	0.1190005823
764	0.1187614782
765	0.1185572077
766	0.1184794873
767	0.1183070048
768	0.1181600935
769	0.1179086399
770	0.1177231196
771	0.1175765921
772	0.1173787829
773	0.1173011406
774	0.1170699158
775	0.1169856581
776	0.1168485895
777	0.1165513142
778	0.1163903213
779	0.1163465023
780	0.1162136237
781	0.1160215959
782	0.1158323617
783	0.1156727004
784	0.1155584331
785	0.1153582991
786	0.115227297
787	0.1150953159
788	0.1149369742
789	0.1148247295
790	0.1146047954
791	0.114390762
792	0.1142492921
793	0.1141700642
794	0.113952349
795	0.1137542297
796	0.1135155343
797	0.1132835488
798	0.1131482087
799	0.1129677278
800	0.1128479418
801	0.1126914405
802	0.1124286365
803	0.112344075
804	0.112205317
805	0.1121189874
806	0.111872091
807	0.1117070451
808	0.1116155267
809	0.1114865477
810	0.1113020902
811	0.1110305879
812	0.1108731786
813	0.1107719834
814	0.1106138358
815	0.1102856275
816	0.1101180826
817	0.1099710981
818	0.1097632625
819	0.109579314
820	0.1093732196
821	0.1092553901
822	0.1091428575
823	0.108934343
824	0.1087306956
825	0.1085279567
826	0.1083886271
827	0.1082576087
828	0.1081244798
829	0.1080668528
830	0.1079141771
831	0.1077895904
832	0.1076158354
833	0.1074792001
834	0.1073638577
835	0.1072712072
836	0.1071256989
837	0.1068982317
838	0.1067499942
839	0.1065143724
840	0.1062771388
841	0.1060727365
842	0.1059293841
843	0.1057423218
844	0.1055792081
845	0.1053920442
846	0.1052843159
847	0.1051672471
848	0.1049645472
849	0.104762075
850	0.1044407386
851	0.104325981
852	0.1042055712
853	0.1040263918
854	0.1038944972
855	0.1037199781
856	0.1035202448
857	0.1032872805
858	0.103113864
859	0.1029294898
860	0.1028115432
861	0.102599183
862	0.1024042579
863	0.102273523
864	0.1020399774
865	0.1018775432
866	0.1017617629
867	0.1016477848
868	0.1015356177
869	0.1013531547
870	0.1011843919
871	0.1010802614
872	0.1010095465
873	0.1009026826
874	0.1007112807
875	0.1005719317
876	0.1003790959
877	0.1002126286
878	0.09996558708
879	0.09984949621
880	0.09967887008
881	0.0993503195
882	0.09919455912
883	0.0990520323
884	0.09889498118
885	0.09878961554
886	0.09861454838
887	0.09841723036
888	0.09826149068
889	0.09817216634
890	0.09813504229
891	0.09803154304
892	0.09788922881
893	0.09773680767
894	0.09766308092
895	0.09759846664
896	0.09745564819
897	0.09732152846
898	0.09726628478
899	0.09721395473
900	0.09693562583
901	0.09682438679
902	0.09662783863
903	0.0964944371
904	0.09643106883
905	0.09634305802
906	0.09618881266
907	0.09600595235
908	0.09590920887
909	0.09581509971
910	0.09566722976
911	0.09544978028
912	0.09535729864
913	0.09523609983
914	0.09515665998
915	0.09503059291
916	0.09484924815
917	0.09462033757
918	0.09443777599
919	0.09431891789
920	0.09415271234
921	0.09399110736
922	0.09387849065
923	0.0937389413
924	0.09364421889
925	0.09350859895
926	0.09335258121
927	0.09310632935
928	0.09297501665
929	0.09294139198
930	0.09281834154
931	0.09267425939
932	0.09260526435
933	0.09250111651
934	0.09240356039
935	0.09230443571
936	0.09220608079
937	0.09212301073
938	0.09204365602
939	0.09196912737
940	0.09185906485
941	0.09173378916
942	0.09159688957
943	0.09149685085
944	0.09129777968
945	0.09106352582
946	0.09100150205
947	0.09092309949
948	0.09076653033
949	0.0906509993
950	0.09050751759
951	0.09038611451
952	0.09021215329
953	0.09009514539
954	0.0900033631
955	0.08987090166
956	0.08978786774
957	0.08963086619
958	0.08952039509
959	0.0894524614
960	0.08935082199
961	0.08918959243
962	0.08912705168
963	0.08906069563
964	0.08897265754
965	0.08875898611
966	0.08867922612
967	0.08852041582
968	0.08837562162
969	0.08825808648
970	0.08820874692
971	0.08807631774
972	0.08794959631
973	0.08779043867
974	0.08766530283
975	0.08754927667
976	0.0873233752
977	0.08718917061
978	0.08714530899
979	0.08699945924
980	0.08688313601
981	0.08680295616
982	0.08668837739
983	0.08660639287
984	0.086536412
985	0.0863646078
986	0.08624236154
987	0.08614661286
988	0.08598025751
989	0.08582474925
990	0.08565530249
991	0.08560122442
992	0.08547507795
993	0.0854214128
994	0.08525964406
995	0.08519734735
996	0.0851326498
997	0.08499462697
998	0.08486357777
999	0.08483039845
